poem,data,stereotype,original_lang
316,Three wise men of Gotham,0,English
316,Went to sea in a bowl;,0,English
316,And if the bowl had been stronger,0,English
316,My song would have been longer.,0,English
317,"Tinker, Tailor,",0,English
317,"Soldier, Sailor,",0,English
317,"Rich Man, Poor Man,",0,English
317,"Beggar Man, Thief.",0,English
317,"Rich Man, Poor Man,",0,English
317,"Beggar Man, Thief,",0,English
317,"Doctor, Lawyer",0,English
317,Indian Chief.,0,English
318,"Come, let’s go to bed, says sleepy-head,",0,English
318,"Let’s stay awhile, says slow,",0,English
318,"Put on the pot, says greedy-gut,",0,English
318,We’ll sup before we go.,0,English
318,“To bed! To bed!”,0,English
318,Says Sleepy-head;,0,English
318,"“Tarry awhile,” says Slow;",0,English
318,"“Put on the pan,”",0,English
318,Says Greedy Nan*;,0,English
318,“We’ll sup before we go.”,0,English
319,"To market, to market to buy a fat pig;",0,English
319,"Home again, home again, jiggety-jig.",0,English
319,"To market, to market, to buy a fat hog;",0,English
319,"Home again, home again, jiggety-jog.",0,English
319,"To market, to market, to buy a plum cake;",0,English
319,"Home again, home again, market is late.",0,English
319,"To market, to market, to buy a plum bun;",0,English
319,"Home again, home again, market is done.",0,English
319,"To market, to market, a gallop a trot,",0,English
319,To buy some meat to put in the pot;,0,English
319,"Three pence a quarter, a groat a side,",0,English
319,If it hadn’t been killed it must have died.,0,English
320,"Tom, Tom, the piper’s son,",0,English
320,"Stole a pig, and away did run;",0,English
320,The pig was eat,0,English
320,"And Tom was beat,",0,English
320,And Tom went crying,0,English
320,Down the street.,0,English
320,"Tom, he was a piper’s son,",0,English
320,"He learnt to play when he was young,",0,English
320,And all the tune that he could play,0,English
320,Was ‘over the hills and far away’;,0,English
320,"Over the hills and a great way off,",0,English
320,The wind shall blow my top-knot off.,0,English
320,"Tom with his pipe made such a noise,",0,English
320,"That he pleased both the girls and boys,",0,English
320,"They all stopped to hear him play,",0,English
320,‘Over the hills and far away’.,0,English
320,Tom with his pipe did play with such skill,0,English
320,That those who heard him could never keep still;,0,English
320,"As soon as he played they began for to dance,",0,English
320,Even the pigs on their hind legs would after him prance.,0,English
320,"As Dolly was milking her cow one day,",0,English
320,Tom took his pipe and began to play;,0,English
320,"So Dolly and the cow danced ‘The Cheshire Round’,",0,English
320,Till the pail was broken and the milk ran on the ground.,0,English
320,"He met old Dame Trot with a basket of eggs,",0,English
320,He used his pipe and she used her legs;,0,English
320,"She danced about till the eggs were all broke,",0,English
320,"She began for to fret, but he laughed at the joke.",1,English
320,"Tom saw a cross fellow was beating an ass,",0,English
320,"Heavy laden with pots, pans, dishes, and glass;",0,English
320,"He took out his pipe and he played them a tune,",0,English
320,And the poor donkey’s load was lightened full soon.,0,English
321,"Trot trot to Boston,  ",0,English
321,"Trot trot to Lynn,  ",0,English
321,"Watch out little baby,  ",0,English
321,Or you might fall in!,0,English
321,"Trot, trot to Boston,  ",0,English
321,"Trot, trot to Dover, ",0,English
321,Watch out baby ,0,English
321,You don’t fall over!,0,English
321,"Trot, trot to Boston,  ",0,English
321,"Trot, trot to Town, ",0,English
321,Watch out baby ,0,English
321,You don’t fall down!,0,English
322,As I was a-goin’,0,English
322,On down the road,0,English
322,With a tired team,0,English
322,And a heavy load,0,English
322,I cracked my whip,0,English
322,And the leader sprung,0,English
322,I says day-day,0,English
322,To the wagon tongue,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Roll ’em up and twist ’em up,0,English
322,A high tuck a-haw,0,English
322,And hit ’em up a tune called,0,English
322,Turkey in the Straw,0,English
322,Went out to milk,0,English
322,And I didn’t know how,0,English
322,I milked the goat,0,English
322,Instead of the cow,0,English
322,A monkey sittin’,0,English
322,On a pile of straw,0,English
322,A winkin’ at,0,English
322,His mother-in-law,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Roll ’em up and twist ’em up,0,English
322,A high tuck a-haw,0,English
322,And hit ’em up a tune called,0,English
322,Turkey in the Straw,0,English
322,I came to the river,0,English
322,And I couldn’t get across,0,English
322,So I paid five dollars,0,English
322,For a big bay hoss,0,English
322,"Well, he wouldn’t go ahead",0,English
322,And he wouldn’t stand still,0,English
322,So he went up and down,0,English
322,Like an old saw mill,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Roll ’em up and twist ’em up,0,English
322,A high tuck a-haw,0,English
322,And hit ’em up a tune called,0,English
322,Turkey in the Straw,0,English
322,Did you ever go fishin’,0,English
322,On a warm summer day,0,English
322,When all the fish,0,English
322,Were swimmin’ in the bay,0,English
322,With their hands in their pockets,0,English
322,And their pockets in their pants,0,English
322,Did you ever see a fishie,0,English
322,Do the Hootchy-Kootchy Dance?,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Turkey in the straw,0,English
322,Turkey in the hay,0,English
322,Roll ’em up and twist ’em up,0,English
322,A high tuck a-haw,0,English
322,And hit ’em up a tune called,0,English
322,Turkey in the Straw,0,English
323,Tweedledum and Tweedledee,0,English
323,Agreed to have a battle;,0,English
323,For Tweedledum said Tweedledee,0,English
323,Had spoiled his nice new rattle.,0,English
323,"Just then flew down a monstrous crow,",0,English
323,As black as a tar-barrel;,0,English
323,"Which frightened both the heroes so,",0,English
323,They quite forgot their quarrel.,0,English
324,"Twinkle, twinkle, little star,",0,English
324,How I wonder what you are.,0,English
324,"Up above the world so high,",0,English
324,Like a diamond in the sky.,0,English
324,"When the blazing sun is gone,",0,English
324,"When he nothing shines upon,",0,English
324,"Then you show your little light,",0,English
324,"Twinkle, twinkle, all the night.",0,English
324,"Then the traveller in the dark,",0,English
324,"Thanks you for your tiny spark,",0,English
324,"He could not see which way to go,",0,English
324,If you did not twinkle so.,0,English
324,"In the dark blue sky you keep,",0,English
324,"And often through my curtains peep,",0,English
324,"For you never shut your eye,",0,English
324,‘Till the sun is in the sky.,0,English
324,"As your bright and tiny spark,",0,English
324,Lights the traveller in the dark.,0,English
324,"Though I know not what you are,",0,English
324,"Twinkle, twinkle, little star.",0,English
324,"Twinkle, twinkle, little star.",0,English
324,How I wonder what you are.,0,English
324,"Up above the world so high,",0,English
324,Like a diamond in the sky.,0,English
324,"Twinkle, twinkle, little star.",0,English
324,How I wonder what you are.,0,English
324,How I wonder what you are.,0,English
325,"Two little dickie birds, Sitting on a wall;",0,English
325,"One named Peter,",0,English
325,One named Paul.,0,English
325,Fly away Peter!,0,English
325,Fly away Paul!,0,English
325,Come Back Peter!,0,English
325,Come Back Paul!,0,English
326,"On the first day of Christmas,",0,English
326,my true love sent to me,0,English
326,A partridge in a pear tree.,0,English
326,"On the second day of Christmas,",0,English
326,my true love sent to me,0,English
326,Two turtle doves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the third day of Christmas,",0,English
326,my true love sent to me,0,English
326,"Three French hens,",0,English
326,Two turtledoves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the fourth day of Christmas,",0,English
326,my true love sent to me,0,English
326,"Four calling birds,",0,English
326,"Three French hens,",0,English
326,Two turtle doves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the fifth day of Christmas,",0,English
326,my true love sent to me,0,English
326,"Five golden rings,",0,English
326,"Four calling birds,",0,English
326,"Three French hens,",0,English
326,Two turtle doves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the sixth day of Christmas,",0,English
326,my true love sent to me,0,English
326,"Six geese a-laying,",0,English
326,"Five golden rings,",0,English
326,"Four calling birds,",0,English
326,"Three French hens,",0,English
326,Two turtle doves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the seventh day of Christmas,",0,English
326,my true love sent to me,0,English
326,"Seven swans a-swimming,",0,English
326,"Six geese a-laying,",0,English
326,"Five golden rings,",0,English
326,"Four calling birds,",0,English
326,"Three French hens,",0,English
326,Two turtle doves,0,English
326,And a partridge in a pear tree.,0,English
326,"On the eighth day of Christmas,",0,English
